commit,label
覺得女生不用因為怕男醫生內診而感到尷尬不自在，李醫生講話雖然有點快...不過內診很溫柔親切、觸診過程相當快速 ， 詢問護理人員醫生講什麼(因為醫生講話有點小聲)，護理人員也會耐心重複醫生講過的話。❤️,5
我推薦余醫師，看起來酷酷的但很仔細的聽你說話，在你進來後第一句話就是問你最近狀況怎麼樣？上次調整的藥有沒有改善？雖然以後因故沒辦法來看，還是很感謝余醫師，讓我的狀況穩定很多。這間診所唯一的缺點就是生意太好，要稍等一下，有時候要等蠻久的。但也難免要體諒，因為醫師很認真仔細的想幫每一個患者解決問題！,5
"櫃檯態度超級差但醫生人很好
護士換一換非常影響病人情緒
沒用",1
"櫃檯護理人員態度很差。
病人不知道拿藥程序，不但沒有提醒病人藥好了，讓病人白白等了很久，拿藥時 還在旁邊聊天嘲笑病人。

吳醫師醫術高強且細心看診，但希望能聘請更有同理心的護理人員。
尤其是那位綁馬尾戴眼鏡的護理師小姐。",1
吳醫生對青少年的治療很專業喔！他一下子就獲得我的孩子的信任，孩子覺得他是一個超級聰明的好醫生，所以，開的藥都乖乖的吃了。對於病情有變化而回診，醫生也花很多時間傾聽和調整治療方式，深受感動的好醫生！........常常每次掛號都要有耐心等上1.2小時才能看到，孩子也都願意等待呢！,5
覺得沒有網路評價說的這麼好，第一次去看也沒問到什麼就說吃藥就好，第二次去，等到進診間才說等等有事趕著去搭車，看能不能下次再來………不知道為何不兩小時前直接說就好。,1
洪醫師很親切°媽媽的血糖控制很好！,5
診病親切，專業，是三高專家,5
洪醫師人很親切，媽媽因為三酸甘油脂過高，醫師開的藥讓媽媽的三酸甘油脂有看到很明顯降下來了，謝謝洪醫師,5
醫師對於糖尿病患者用心問診，讓媽媽血糖控制的很好,5
洪醫師問診親切又很細心喔！,5
,5
,4
"我的眼疾跟著我已多年,日常生活中帶給我很多的不便,直到在這裏醫治後,居然好了,感謝嘉亮診所.",5
"盧醫師人温和有禮,講解病情很詳細,下次還會再來看!",5
帶小小孩去看眼睛發炎，醫生護士都很細心且專業。,5
"盧醫生待人親切非常仔細
護士也服務也好
推薦大家去",5
醫師很有耐心，也非常正確指導病患注意事項，護士態度也很好,5
"我想問 是不是要多給一筆服務費才有服務阿？！！！！

每次產檢都很期待
這次想說來禾宜看看 結果連超音波照都沒給 照超音波過程中也沒有講解到底是在照什麼的
我還讓他照完 我還問“這樣就可以了喔？！”
他們說“對。”
哇塞 傻眼到爆炸 ！！！！

花同樣的掛號費 卻沒有拿到甚至沒有感受到對等的醫療服務 是要給小費或是服務費嗎？
真心覺得失望 唉",1
"帶老婆來照高層次雖然不是在這邊產檢的
護士小姐跟醫師都很輕切",4
"超誇張，等了半個多小時
走進去不到十秒就出來了，比逛街還快！
本來要問其他婦科問題，連椅子都沒坐到就說開催經藥一個禮拜後再來
真是連一顆星都不配給！糟透了！",1
"呂醫師細心、溫和，還會有時候還會跟你聊天。
很喜歡這裡的氣氛",5
之前在其他家設備較好的診所照超音波，但寶寶有問題醫生卻消極處理，還好後來又來找呂醫師，他很積極幫我解說找資料及轉診，真的很感謝他~ 現在真心覺得超音波時醫生沒多什麼代表寶寶沒問題很健康，這才是最重要的啊!,5
,5
張醫生對病人非常客氣，看偏頭痛相當有效,5
醫生問診很仔細  講話用語也很客氣  聽到別的長者病患對話 也很有耐心  質感很優的醫生,5
張醫生問診仔細、解說清楚、專業有效，患者蠻多的，掛號費100+部分負擔50=150元，藥另外到藥局領取。,5
醫生人很好，又專業,5
超讚的啦,5
"因為保險問題跟診所要求要自費檢查且不留紀錄，但後來自己上網查卻有就醫紀錄，回去跟醫生反應，櫃台人員也說記得我當初有說不要留紀錄，但醫生只承認了是他們作業疏失並表示紀錄沒辦法撤下來了。我既沒享受到健保的價格，也沒使用到自費的隱私，非常的不滿。
建議如果要自費檢查的話要跟醫生講十次，不然醫生會說你沒跟他說清楚。",1
認真專業,5
,5
其實沒有像評論這樣糟糕，在假日受傷時，至少有開的醫院，病歷表老舊，應是醫生年紀大的關係，服務態度也都很好，僅供參考,5
醫師很親切很細心，最近受傷來常常這裡換藥，有什麼問題來這裡就對了,5
"千萬別再去這間!!
要是能給負星我絕對給爆
護士態度極差，一直在趕下班不知道在趕什麼，然後一邊機哩瓜啦的狂抱怨一邊好像很免強她的幫我們掛號
更扯的是原本說以後來換藥只要$50，但今天才說:因為你們沒有每天來所以要收$150
換藥的護士也是很不客氣，趕下班就隨便塗藥、撕紗布，明明傷口就有點黏住還用力硬扯掉紗布!
酒精消毒也是很隨便的狂噴傷口!
最後的包紮也是亂貼一下而已",1
掛號費還會坐地漲價的，超爛,1
"少數的優點是假日有開與醫生人還正常，
護士口氣很差、動作也很粗魯，
也想告訴大家除非必要不然真的別去。

第一次去是因為雷殘了，
兩隻腳都在流血也不先消毒和包紮，還要你自己走去X光室，太慢還會白眼你，還直接把傷口壓到機器上，
照完過來劈頭就說「啊你走啊」問她要我去哪裡，回「什麼去哪裡？啊就上去啊不然咧？」

第二次去，護士邊換藥邊跟其他患者聊天，聊到笑得蹲在那裡，站起來後稍微撇一下傷口就轉頭繼續聊天邊換藥，手還笑得一直抖，夾子都戳到傷口了還沒發現還要我告訴她們

第三次17：55分到，因為他們18：00休息想進去問問現在還方不方便看診，只是我進去都還沒開口詢問人還沒走到櫃台，就聽她們大聲地白眼",1
張醫生人很好又很有耐心～用藥精準，讓病人十分安心！,5
醫生人很好，但護士態度很差,2
醫師醫術高超，腸胃不舒服的問題藥到病除，看診細心，對病患親切，超棒的醫師,5
看胃腸的用藥準確，藥到病除！,5
用心在看病好醫生，民雄人身體健康的守護神,5
"醫生醫術高超👨‍⚕️，
在其他診所看診，久治不癒的燙傷，
醫生清潔傷口、擦藥三天就癒合了，
醫生解釋傷口原因、回家怎麼擦藥、癒合時間清楚，非常專業
傷口也沒有疤痕，
節省了日後除疤的時間跟金錢，
診間的護理師也很棒，上藥貼藥都很用心，
強力推薦👍👍👍

（醫生用藥用心，醫生提供的自費醫材的確比健保給付的醫材好用非常多（ex. 不沾黏紗布、人工皮），健保不可能涵蓋所有的品項，所以有些品項需要自費，價格跟坊間藥局也沒有太大差異，醫生不是推銷而是真的有需要才用）",5
"醫生清理傷口很細心
會小心處理
注意病人會不會很痛
護士幫忙包紮也都很仔細
這次使用的紗布是3M不沾黏的
拆下來的時候幾乎都不會痛
態度都很好",5
"騎車自摔，左腳有比較深的傷口
右腳和手都只是小擦傷，所以第二次去時就說處理左腳就好了，沒想到去了第三次醫生竟然還記得我手上和右腳也有傷，詢問我是否要處理（超感動）
原先有些害怕護理師每天處理患者會沒耐心（超怕痛），但她完全沒有，還是很認真的幫我處理傷口，而且還會告訴我怎麼貼會比較好、要忍一下會有點痛。（怕痛的人完全可以安心的把傷口交給他們照顧唷）
（另外，他們用的是不沾黏紗布，換藥時完全不會痛，十分感人(´༎ຶД༎ຶ`)",5
醫生護士態度都很好，很細心親切,5
包扎細心、專業,5
"醫師還有耐心的
仔細的幫老人家講解用藥的方法",4
地區診所，醫師是在地人，視病如親。,4
,5
,5
,5
已無洗腎中心,4
,4
醫生看診很有耐心，週日晚上也有看診哦！,5
服務親切,4
醫師護士都很親和,5
,1
,5
,5
,5
"醫生很細心，非常專業！
眼睛很重要，要好好保養",5
造福老人不用跑太遠，醫生細心。,5
醫生細心甯聽病患的心聲，醫生娘貼心溫柔，護士小姐也是貼心關心每病人，藥師是個開心果，每當我去的時候，本來憂鬱看到他搞笑把你逗的都心情好起來了。很棒的,5
醫師超用心,5
很棒 醫術高明,5
,5
,2
,5
,5
,5
,5
,4
,5
,5
服務態度好，醫術高明。,5
"診所環境舒適 , 戴醫師問診看診仔細",5
,5
,5
,1
鄉下地方，高水準的小兒科，醫師用藥很小心很專業,5
"認真替病人講解，值得信賴的好醫師
服務態度好的護士小姐",5
醫師人很好，很有耐心，專業知識很足，會給予很詳細的解釋;我本身是護理師，覺得這個小地方能有這麼好的醫師執業真的是慶幸;之前兒子吐又瀉，在某一家大醫院掛急診，視、聽、觸、叩診沒一樣有做，嘴上隨便問2句，就說“拉肚子噢，腸胃炎”，躺床上做靜脈注射，幾個小時後就出院了，結果回家後又拉的很厲害，趕緊到診所給馬醫師看，馬醫師問診很仔細視、聽、觸、叩診都不馬虎，診斷是諾羅病毒感染，他告訴我們這又叫3日病毒，起碼要3天才會好，為我們做了很詳細的飲食衛教;除了這，之前我兒子曾一直咳嗽，時好時咳的狀況幾個月了，因當時兒子人在外地一直都給外地的幾個診所看過，感覺感冒都沒好似的，後來給馬醫師看診，他問了兒子的病史，,5
櫃檯小姐服務態度惡劣,1
醫生人很好 很細心👍👍👍,5
#說是12點上班，每次來就沒見準時過！ 總共四個人，終於等到開門了，說是只能掛號，要等12:30才能看診。 我這次是回診主要來看抹片報告的，醫生說是只是炎症 讓吃點藥   取藥時，開的抗生素   讓再付55元，我問為什麼，藥師回我一句：「你這個是多開的」。？？？  我一臉問號。      而且 醫生也並沒事先告知我有多開藥，還需要再付錢。,1
醫生很親切，很細心的講解...只是每次都要等很久很久很久...孕婦有點沒耐心啊~讓我覺得有點扯的是...我在櫃台站了快半小時等掛號(後面也排了4.5個)...問小姐何時能掛?只回說在等一下...然後人就失蹤了...我就一個肚子站在那，要走也不是，不走也不是...最後等不下去..直接不掛了!下午跑醫院做產檢...說真的，如果妳們有很多的耐性或是那四個小時沒事，可以等...值得推薦!!裡面裝潢我還挺喜歡的...完全沒有一般診所那樣的冰冷感...,3
"看診慢到不行 一個小時看不到五個號碼
不懂到底有什麼事情拖成這樣，好像客人等待的時間都不是時間一樣，下班來掛號等你這個門診晚餐都不用吃了！完全不推薦來，不如去大醫院",1
態度有夠爛 是不會講話霓 嘴巴張開很貴噢,1
醫生真的很懶，對外營業的時間是17:30，醫護人員竟然17:30才到????感覺很不敬業，就是一副要不要看隨便你，我過我的退休生活……光是10個人排掛號就已經排一小時……還不知道第一個人開始看了沒，真是無言，只能說醫護人員太懶惰，提早一點做準備總比被一群排隊的人看到你上班還好吧?,1
醫生幽默，有耐心，藥效溫和又有效！,5
醫生很親切、耐心的聽你訴狀後會叮嚀你該注意事項。重點是醫術精湛！,5
診療專業。,4
手一直癢，網路看了很多，是皰疹，到了診所一看，醫生說是香港手~然後拿手癬的藥~按照醫師指示早晚擦……但，完全沒好轉，擦藥時還好，洗手後就跟一開始一樣…………完全沒用……,1
診所人員態度不佳,1
"郭醫師
對病患的病情需求
都非常詳細檢查及說明
很讓人放心在這治療。",5
,5
,5
,5
,5
,5
醫師非常有耐心的看診，櫃檯護士小姐也很親切，非常值得推薦的中醫診所，感謝醫師和護士,5
醫生問診很仔細,5
,5
,5
,5
"掛15號後跟櫃台說出去辦點事，回來剛好看到14號，心想很幸運沒過號，沒想到確跳到17號，到櫃台詢問確說之前醫護有叫到你要做檢查你不在所以.....，心想上次來也沒檢查直接看診，之後醫護做個檢查就等待候診。看了約5人該到我了吧！沒想到又叫別人，剩我一人儍等。怒到櫃台退掛不看了，這時櫃台小姐直接把健保卡從“櫃台”拿給我！不是要隨病例資料進診間，怎麼還擱置在“櫃台”。結論，不要得罪醫護
人員啊，這間是醫護人員開的，不是醫生開的。",1
"打電話去預約，態度很差，詢問早上和下午診哪一時段人掛的比較多了，他居然說我怎麼知道你要什麼時候而且我也不能跟你確定明天有幾個人來看？？？
然後問他早上現在掛幾個人跟下午掛幾個人了？還在鬼打牆說你要告訴我你要哪一個時間....
最後終於告訴我早上掛了20幾號，下午才五個人掛號。
這不是很簡單下午比較快嗎？？？？？",1
說我老花和近視，叫我去配二副眼鏡，我跟杜醫師要驗光數據，他竟然說我們哪有那麼多時間驗光，要我自己去眼鏡行驗光，我回他說那我花那麼久時間在這裡等甚麼意思的！結果眼鏡行還免費幫我驗光說我只有輕微近視根本不用戴眼鏡！這診所和護士都很不親切！,2
櫃檯是在跩什麼啦?掛號休息時間不會講一下在那白白等才跟我說是休息時間，口氣一副跩樣我她媽欠你錢喔,1
"打烊前15分鐘不給看診，病人已經說不舒服了可以在麻煩一下嗎？不給掛號,以說明就算等也沒關係還是慘遭拒絕，反正醫療人員只想下班，我個人覺得感覺不好，掛號櫃檯的那位護士嘴臉讓人感覺不舒服。你想下班我知道我沒有為難你但是請你口氣好一點。",1
無語到不行，超級粗魯 直接被擠到變形，下巴完全快被敲爛，護士也一直狂壓著頭跟肩膀 ，講話可以在讓人無言一點，體會到什麼叫做史上最粗魯，態度真的是棒呢 🙂,1
醫生跟櫃檯小姐態度可以再好一點：）,1
櫃檯的護理人員很親切，眼科醫生也很有經驗，是一家很不錯的眼科。👍,4
醫生不耐煩就算了，還跟我說他怎麼知道我以前眼睛是怎樣！我都跟他說了，連看一眼都不，如果照醫生這樣說，就不用醫療，那個醫生知道以前的事，我告訴醫生我的不適，醫生看診後，用他的專業判斷告訴我的眼睛怎麼了！才對吧！整個傻眼，我還從頭份跑去看老診所！而且後面沒其他的病患，看完醫生繼續滑他的手機。,1
櫃檯小姐服務親切，但醫師講話好像有點不耐煩。,4
專業性夠,5
專業的經絡調理,5
,5
,5
,5
牙醫師口氣很差 幫小孩檢查也很敷衍 不建議來此治療 只適合洗牙的地方,1
眼科醫生檢查仔細，診所人員人也不錯。,5
牙科服務不太好，重大治療不建議在此，眼科在一樓，牙科在二樓,1
"電話不能預約，現場掛號等一個小時，
然後有幾組比我晚到卻比我早進去

櫃檯大姐服務差",1
"眼科護士講話態度不是很好欸
讓人很不高興的語氣",1
師傅回去非常細心告訴身體哪裡有問題，整復過程也會詢問有沒有不適的地方，結束後也會交代該怎麼日常保養，收費也很便宜。希望持之以恆的整復能好好改善我的身體問題。,5
超優秀~推了幾次後，原本的不舒服都消失了，師父有練過，呵呵。,5
細心的解說疼痛部位 以及平常該怎麼保養 完全不吝嗇提供健康資訊 喬骨盆大家都很推 身邊很多朋友都是常客呢,5
優秀,5
,5
因為網路上有人說皮膚科王醫師不錯才去的，結果看到醫生不到10秒鐘(真的不誇張)，就讓我去隔壁打針， 我有其他症狀都還來不及講， 後來去領藥的時候， 藥局還讓我多打一次針， 還好我有發現， 真的傻眼對極點， 我知道病人要看多才有賺錢， 但是為了衝量，看的也太隨便了吧?有這麼缺業績?,2
"邱醫師及林醫師
看診仔細有耐心
護士親切有禮
2樓復健治療中心的每位護理老師
個個親切溫柔的對待病患
及復健後耐心的教育運動
一個團隊能做到每個人都如此
實屬難得
不讚怎說得過去
👍👍👍👍👍",5
裡面某個3診的女護士我進去看診的時候叫到我了我就馬上過去結果就馬上襬醜臉說我叫你幾次了？ 明明叫到我的號碼跟名字我才馬上過去 ，前面根本都沒叫有夠好笑的😠,3
行政人員對院內事務不是很清楚，詢問過程中不斷詢問旁人，且沒有回覆到問題重點。,1
門口貼著「問診仔細並結合注射門診，請耐心等侯」，於是耐著性子從6:30等到9:30，進去兩分鐘後大致診斷便被請出拿藥，嗯，沒錯，我脖子痛到需要請假提早下班，然後等了三小時沒有一點治療，衝上樓只跟我說明天請早，所以一整晚就為了拿你家止痛藥？很好👏👏👏,1
有去過的真的都能理解前面的評論為什麼都要抱怨櫃台小姐，態度真的極需改進。且診所內空間真的很狹小。,1
醫生態度很認真 檢查很詳細,5
"等哪一天有小孩就懂了。
打去問說掛號到11點喔！
然後去到時就說不能掛了，
要不就直說我們要準備提早截止了！可能趕不上了喔！

是接完我電話然後快點把牌子掛起來嗎？
一種「反正你罵我，我一樣還是在這裡工作的意思，你們能奈我如何？」的態度。

不想當著櫃檯罵人是因爲不想造成其他人的困擾跟嚇到我孩子，再一次讓我不爽真的大家來試看看。
沒人給妳吃硬柿子還當做全世界的柿子都是軟的。",1
最近進入藥局民眾都沒有戴口罩藥局人員都沒有反應而且也忘記找錢也沒有反應給客人實在要檢討,2
下午就預約打流感疫苗還是排到30幾號，然後說8：00-9：00到即可，結果8：00到才知道醫生7：30開始看診，就這樣一直等到9：00都還看不到。覺得掛號時應該可以先說清楚醫生看診狀況這樣病人也比較好拿捏時間。醫生時間很寶貴但是病人等待的時間也很寶貴不是嗎？,1
老醫生看診細心、護理阿姨很親切！,4
醫生細心溫和，護士們也很熱心；竹南這個小鎮好在還有醫生願意留下來帶給大家方便❤️,5
和網友說的一樣，未先經同意就做抹片檢查，在拿藥單時，忽然超客氣的要求補填同意單。觀感很差。,1
不好，嗯，就已經說懷孕還在那邊照不到,1
醫生細心～,5
解說人員有耐心，對老人家也很有耐心應對，價格實在，非常推薦！,5
二十年店，均價二萬售價不高自己進口~夠cp,5
在別家醫院借的助聽器，老闆沒賣單顆電池，免費送了我兩個,5
優惠又親切,5
老店不錯,5
"醫生及護士都很細心
也是看了評論很不放心但還是想自己試試
對醫師護士的態度我覺得就見仁見智，還是自己感受最重要唷！",5
"開藥跟開糖果一樣～一大堆⋯
記得三天後回診喔！
無限有吃不完的藥～
還要自費買藥！
加起來等於去大醫院看診的費用了！
現在大醫院婦產科還不太會開藥了好嗎！",2
"第一次去看看發炎
等了一個多小時還沒看到診
效率極差
護士醫生態度也都很差
重點我回診了兩三次還沒有好（也都等了一個小時以上效率超差！ 看診速度不知慢什麼？
最後一次看診在診療台上
醫生還說你現在要處理嗎
不處理我要走了
要或不要現在回答
（我就整個很慌張這是在幹嘛）
哈囉？？？這是一個醫者對待患者到態度嗎？？？
不會再去了！！",1
"第一次去看，這家看尿道炎沒效，，😏
它們要你一直在去回診賺錢。。🙄",1
"我生產後去檢查復原狀況，掛號時跟護士說不做子宮抹片檢查，結果內診時醫生問我，我說剛生產後不想做，醫生又再問一次跟你說內診順便做子宮抹片檢查不會痛，後來報告出來是最輕微的狀況，但是醫生叫護士騙我說這是等級四級最嚴重的，治療費1500元你要做嗎？
（進去內診才問），我立刻說我不做我要回台北做檢查，幸好我反應快，騙我想進一步賺錢，太可惡，不要去這間婦產科很可怕！",1
"醫生很有耐心
詢問病情時問的也很詳細
隔壁藥局的藥師也很棒
也會幫我們解答不懂的問題
是很棒的社區診所跟藥局",5
醫生很親切地回答問題，藥性比較溫和。大人感冒也可以去看，醫術很好，但不知道為何病人相對少，不用等很久，馬上看完立刻拿藥!藥局的夫妻很專業，人也親切，是很棒的社區診所!大推!,5
醫生細心和藹，所內人員親切,5
藥很有效,5
醫生針對疑問說明清楚提供建議，有耐心。,5
問診親切耐心,5
很有耐性的醫生 很久沒看到醫生用聽診器了,5
醫生很有醫德 不會亂放抗身素！,5
"有醫德！親切！很棒的醫生！
從小看到大的好醫生！",5
張內科診所,5
櫃檯小姐態度真的很差，電話中和現場說的不同⋯浪費時間多跑一趟去診所🙄,1
醫生看診細心親切，打預防針時身體檢查也很仔細,4
接電話的小姐態度真的超差超沒有禮貌很沒耐心門面非常重要像這樣子的小姐應該要直接把他開除因為人家還沒去就不想去了,1
"掛號人員態度差😑😑
不過醫生不錯",2
醫生問診耐心仔細，檢查認真。,5
櫃臺服務親切，醫師問診細心,5
靜怡,4
醫療療效佳,5
,1
小地方診所 🤔 印像中記得好像開了十年~之久 搬遷一還是二次忘了 😅,3
,4
在地診所，醫生護士都願意多聽老人講話，頗為親切。,4
醫師很專業也很親切,5
沒意見,4
照顧鄉下病患的年輕仁醫，不但週日看診，每週兩個中午還會到湳子及田尾村為偏鄉服務,5
醫生服務很親切，醫術也很好。,5
,5
,5
"7 個月前

很專業的糖尿病、高血壓、高血脂、高尿酸診所。 千萬不要看一般內科診所。專業差很多。",5
高血壓、糖尿病、高血脂、高尿酸的專家，推薦。,5
拿個藥，有需要態度那麼差嗎_你這個胖護士，跟你們醫生多學學，醫生人超好的，,1
櫃檯護士態度真的差到爆！,2
藥很重，效果好,5
平安藥局的短髮老藥師，態度真的是有夠差，我只是問個問題，口氣很不耐煩，而且很情緒化，之前去拿藥她還一直滑手機講電話叫我等，真的很誇張，老闆怎麼雇用這樣沒熱誠的員工，真的很不解,1
胡醫生態度親切 又專業，接生時會一直安撫產婦，跟診的護士也都很nice,5
第一次去看診，覺得護理人員態度真的沒有很好，兒科林醫師講話也超直接沒在客氣...看診後心裡感到不舒服，不會想要再去,1
"護士們的回應簡短了點，態度沒有不好
可能跟醫生磁場不合...無法陳述
但請相信🌟🌟的數量🤐",3
掛號櫃檯的護士口氣很差…連戴口罩都能感覺到她臉很臭而且講話不耐煩,1
"天呀～蔡醫生真的是太神奇了～
兩句話就想帶過～
真是超級雷～
拜託如果要去的患者，記得挑對醫生",1
帶老婆去看診，排隊好久，看診燈號不是一個一個跳，是一次跳6個，聽到名字跑過去，護理師不耐煩的說，你等一下，就把診間門關閉，給四星，少那個星，是因為護理師,4
皮膚過敏去就診，女性醫師連問一下都沒有，開的藥擦了也完全沒有用，反而越來越嚴重,1
"蔡醫師的就診耐心不敢恭維根本踩到地雷
前臺護士的態度也只有兩星左右",1
第一次去這家皮膚科看，發現平日下午居然大排長龍，護理師非常忙碌但是很注意細節，醫師會跟你說明症狀怎麼形成跟如何緩解，難怪會有許多人願意來這家診所看診。,5
週日上午不是沒開，就是很多門診都11:30就不給掛號。找不到能看診，還好到11:50都還能掛號看診，醫生也很有耐心，不然沒有藥真的很不舒服，很感謝🙏🙏🙏,5
醫生不錯，但是旁邊領藥的小姐都在裡面大聲聊天，不會注意到客人是否來現場領藥～缺乏專業,1
醫生還行，裡面跟診的護士超糟糕，醫生要我脫口罩看喉嚨看鼻子，護士一直叫我口罩戴起來，到底是多怕傳染，怕就回家睡午覺啦！,1
虎尾小兒專業疾病，建議。,4
感冒鼻水用滴的 跟醫生說可以清洗一下輕描說吃藥就好 那幹嘛給你看醫生,1
"在婦安遇到很多位醫師
只有一位醫師態度很明確
但我不知道他是誰

其他的醫師有的誤診
有的不診
讓我很懷疑在這邊驗血會準嗎？

本來很相信這家診所
但是現在我只感到害怕

各位自己小心
裡面還是有不錯的醫生跟護士
但是遇見他們有點困難
身體很重要 各位自己保重

大醫院總是額滿很難排進去
但是為了自己身體 還是得排
不要為了不想等待
跟我一樣
到頭來檢查什麼的還是得重新來一次",1
"醫生動作粗魯
護理師不夠專業，跟醫生說的囑咐不一樣
很趕著做自己的流程，沒有在管患者感受也不管患者有沒有聽清楚
非常差的看診經驗
唯一覺得態度好的時候，是在介紹自費的時候...",1
這4顆星是給專業及細心親切的櫃檯護士小姐🥰🥰至於看診與跟診護理人員不予置評！！,4
在婦安遇到的護士都超有愛，無微不至的照顧和關心真的是倍感溫暖，陳院長也醫術高超，判斷精準，很難想像城鄉差距下還有這樣棒的婦產科，大推⋯,5
"星期六晚上門診的
吳醫生
應該先看看評論的 不會想再去==
內診 一個老男醫生 很粗魯弄的超痛
還一直轉...非常不尊重病人！
感覺被非禮 有夠差勁👎",1
媽媽助聽器有問題拿到門市詢問，服務人員超友善，超有耐心回答服務，值得推薦給大家,5
每次帶爸爸來維修耳機，服務人員都很親切和專業，且都事先報價，價錢合理,4
選配師與聽力師的服務態度專業又親切，很感謝！,5
"人生第一次google評論，我願意給這家門市，林小姐的細心跟耐心，總是讓我很驚訝，除了對長輩的耐心講解，服務又比我們想像的更多，我想，這就是我逐漸流失的工作熱忱跟服務熱忱吧，謝謝你們的幫忙。
讓爺爺可以更開心的與人交談、體會生活。",5
服務人員態度很親切，講解的很仔細！,5
帶家人來看醫生可以順便做諮詢及選配，真便利👍,5
發現一個溫馨的小地方，又多一個服務的地方，可以利用等候看診的時間來做一下助聽器的保養，👍👍👍,5
很溫馨的舒適環境，服務人員專業又貼心❤️,5
"佈置溫馨的環境
仔細解說的美麗服務人員
👍",5
很專業，環境很好，也很親切。,5
"虎尾腎安診所鄭醫師是虎尾鎮最資深的腸胃科醫師， 而且有細小的胃鏡， 我上個禮拜給鄭醫師執行胃鏡
根本就不需要麻醉就可以完成胃鏡檢查。
鄭醫師技術真好， 強烈推薦虎尾人如果需要胃鏡檢查，可以來這一間診所找鄭醫師。",5
"完全不理會病人的說法
明明是最近出現的病徵，硬要說這是很早就有的狀況
所以病人自己的狀況自己都不清楚嗎？那病人也後知後覺的太離譜？",1
"虎尾鎮資深的肝膽腸胃醫師，特別推薦。
相關疾病，應該選擇專科醫師比較仔細。",5
醫生很親切!問診非常耐心,4
非常棒 門診醫師看診認真 除了腸胃、腎臟、肝臟之外也可以看感冒,5
李醫師很親切搞笑,5
醫生護士很親切,5
李醫師很親切,5
醫生不錯,5
,5
帶母親去看了十幾年醫生仍然非常的親切 很細心的聆聽病人訴說自己的病情 護士小姐藥劑師也都非常的親切 給100個讚,5
"醫生遇到人每次都會微笑，然後看到病歷又會馬上眉頭深鎖。
藥師感覺人也很好。",4
醫師只會看開藥而已 沒任何用,1
"Ok 可以去看看
有一點點Nice",5
剛從都市回來跟家人住，因為失眠又對路不懂，找不到好醫生，我這個“新住民”真的見識到了，這醫生真的只有..讚。體會到醫者父母心，謝謝趙醫生。,5
"一開始去看都覺得不錯，
都會特地從西螺來這看診，剛剛詢問打預防針
結果護士小姐態度差，丟一句要休息了，不打，
連看一眼也沒有，說不好意思我們要休息了，有這麼困難嗎？感覺很差",1
用藥實在...不會亂開藥來跟健保局要錢！,4
營業時間，電話打了多通，都無人接聽,1
😑😑,4
,2
好幾天沒睡好了，謝謝醫師細心的問診。,5
含在口味是像橘子的味道，我今天會去是因為吳醫師介紹不然我會跑那麼遠去，不開我以後也不會在去你們診所看,1
等等等 醫生同一時間賺兩邊錢 卻讓病患一直等等等 兩個多小時,1
"千萬不要去這裡看診，妳的問題或者病情可能會更加惡化。
醫生真的是魔鬼嗎？
他讓我看到醫生不見得是受過教育有文化的高等知識份子，而是另外不好的一面。
沒有智慧，沒有腦袋，沒有同理心。
沒有愛心，老人憨逼，被唾棄者。",1
非常沒有耐心的一個醫師，很懷疑還是位稱職的身心科醫師……看診不止會挖苦病人，來看病像是要被羞辱一番,1
黃醫師表現出來的態度很親切，會提供多項治療建議，不會強迫自費療程，櫃台的接待禮儀相當不錯，復健治療師的態度也和藹可親，雖然是在2樓，但行動不便者可搭乘電梯，停車樓下有騎樓方便摩托車停放，即使開車，對面就有收費停車場也相當便利。,5
醫生護士很親切，設備新穎寬敞乾淨，X光室在診療間隔壁，適合無法久走久站的骨科病患。診所正對面是付費停車場，隔壁是家醫診所，附加價值也很高。,5
醫生很溫柔看診很仔細❤，問了很多笨笨的問題都有問必答還會提醒該注意的事情。,5
"看完評論而前往此診所,真的沒讓我失望吶👏！掛號台的服務員很親切,黃醫師對於病患講述也超有耐心聆聽👂並詳細的回答💓👍值得一提的是👉照X光的過程,醫護人員態度與細心真的棒棒噠🥰🥰🥰",5
醫生人超棒，很願意聽病人的心聲，櫃檯的妹妹人也很好，超級推薦~~~~,5
,4
醫生很nice. 櫃檯把人當白癡  尤其是瘦瘦的不知道在大聲什麼  🖕🖕,1
"看咳嗽很有效....而且我自己在進口藥商工作...我看得懂些藥物...張醫師用藥品質非常高級...
張醫師我支持你",5
"醫生人很好，很專業。也很有耐心。
護士態度也很好。",5
"兩顆星評醫師的態度欠佳毫無同理心/溫度的對談；第一次帶幼兒看診因為不知如何抱著”固定”寶寶，醫師便不耐指導。寶寶耳溫37.6也被診斷為發燒，於是開藥的劑量是藥水瓶身用量的兩倍、頻率是每四小時一次（瓶身6-8hr）、半夜也得叫起來吃。雖然尊重醫師的專業但是身為家長最清楚孩子的情況，只讓寶寶一天用藥三次後來靠自己慢慢好。

櫃台人員服務OK，藥劑師給藥時根本聽不清楚說什麼就丟在桌上？但我也聽不下去就匆匆離去。加一顆星給醫師的藥有效，一般藥局可買到藥水。",3
醫生護士都一個樣 態度差到爆炸,1
"好醫師個性好，遇到非他所轄的問題，還會建議醫師。
而且醫師同時具有中西醫執照",5
,5
"前幾週去檢查過眼睛
服務快速。但服務人員口氣會讓人不舒服。",2
