word,label
"['我', '的', '母親', '因緣際會', '來到', '豐榮', '醫院', '她', '無法', '自主', '呼吸', '又', '一', '堆', '慢性病', '在', '這裡', '看到', '張', '醫師', '及', '醫護', '人員', '細心', '照料', '深感', '欣慰', '謝謝', '豐榮', '待', '我', '家', '母', '如', '親人', '般', '照顧', '內心', '的', '感動', '與', '感謝', '無法', '言表', '豐榮', '的', '好', '我', '感受到', '了', '謝謝', '豐榮', '請', '接受', '我', '的', '一', '鞠躬😁😁😁']",5
"['這', '個', '顧', '醫師', '很', '不錯', '喔', '現在', '的', '醫院', '都', '是', '想', '怎樣', '賺', '你', '的', '錢', '但', '這', '個', '顧', '醫師', '醫德', '不錯', '人品', '也', '很', '好', '👍', '給', '你', '一', '個', '讚', '啦']",1
"['林', '醫師', '隨和']",4
"['潘', '醫生', '看診', '隨便', '診所', '還', '居然', '缺', '藥', '叫', '我', '一', '星期', '再', '去', '拿', '實在', '有夠', '扯開', '三', '天', '的', '藥', '卻', '要', '等', '其中', '一', '種', '藥', '一', '個', '禮拜', '藥劑師', '居然', '說', '你', '可以', '留', '著', '備用', '實在', '太', '沒', '醫德', '我', '不', '是', '身體', '有', '狀況', '我', '也', '不', '來', '看醫生', '吧']",1
"['醫生', '很', '不', '專業', '起初', '也', '是', '看', '了', '網路', '評價', '此間', '小兒科', '很', '細心', '才', '來', '這', '看', '沒想到', '來', '了', '才', '發現', '醫生', '很', '不', 'OK', '不', '知道', '是', '不', '是', '醫生', '不會', '看', '新生兒', '還是', '有', '其他', '原因', '跟', '醫生', '反應', '小孩', '有', '鼻水', '喉嚨', '有', '痰', '等', '症狀', '且', '已', '嚴重', '影響', '睡眠', '與', '飲食', '但', '醫生', '僅', '量測', '體溫', '與', '口腔', '檢視', '後', '就', '完成', '所有', '醫療', '行為', '正當', '納悶', '並', '詢問', '醫生', '是否', '能', '幫', '小孩', '吸', '鼻涕', '醫生', '才', '回應', '：', '「', '哦', '要', '吸', '嗎', '也', '是', '可以', '」', '因為', '新生兒', '無法', '自行', '咳痰出來', '也', '詢問', '醫生', '拍', '痰', '的', '正確', '方式', '醫生', '也', '只是', '回', '得', '很', '簡單', '：', '「', '手', '拱起來', '拍', '就', '可以', '」', '但', '似乎', '不', '太', '清楚', '正確', '的', '拍', '痰', '姿勢', '及', '相關', '注意', '細節', '這', '次', '經驗', '告訴', '自己', '以後', '寧可', '跑', '遠', '一點', '看', '大間', '的', '兒科', '實在', '不', '敢', '再', '來', '這', '間', '看', '了']",1
"['打流感', '疫苗人', '很多', '的', '時候', '櫃檯', '人員', '很', '忙', '要', '打針', '接', '電話', '掛號', '回', '現場', '問題', '但是', '態度', '還是', '很', '好', '會', '耐心', '說明', '不會', '不耐煩', '隨便', '敷衍', '少數', '碰', '過', '這麼', '有', '耐心', '的', '藥劑師', '也', '很', '認真', '會', '貼心叮嚀', '耐心', '講解', '醫生', '品格', '高', '修養', '好看病', '仔細', '會', '聽', '病人', '敘述', '讓', '病人', '不會', '有', '壓力', '也', '會', '耐心', '回答', '跟', '叮嚀', '然後', '桌', '上', '擺', '了', '一', '台', '可以', '看', '掛號', '順序', '的', '電腦', '實在', '是', '貼心', '是', '一', '家', '超棒', '又', '認真', '的', '診所']",5
"['醫生', '和', '護士', '很', '親切', '診所', '內', '還', '有', '很多', '公仔', '舒緩', '小朋友', '看醫生', '的', '緊張', '情緒', '藥師', '很', '有', '耐心', '解說', '用藥']",5
"['少數', '跟', '孩子', '有', '良好', '互動', '又', '有', '耐心', '的', '笑咪咪', '醫師', '掛號', '阿姨', '都', '很', '親切', '對', '小小孩', '有', '耐心', '藥物', '也', '說明', '很', '仔細']",5
"['醫生', '很', '好', '會', '很', '有', '耐心', '的', '聽', '患者', '說', '的', '話', '細心', '的', '幫', '患者', '看診', '醫生', '文質彬彬', '看診', '很', '親切', '溫和', '在', '那裏', '看診', '不會', '有', '壓力', '藥劑師', '和', '櫃台', '的', '護理', '人員', '態度', '都', '很', '好']",5
"['上', '個', '月', '去', '診所', '洗牙', '是', '一', '位', '女', '醫生', '幫', '我', '洗', '的', '創下', '人生', '洗牙', '最', '快速', '的', '體驗', '當時', '心', '中', '雖然', '覺得', '有點', '草率', '但', '誰', '不', '希望', '加快', '看', '牙', '流程', '呢', '所以', '當時', '沒有', '即時', '跟', '醫生', '反應', '回家', '看', '牙齒', '咬合面', '溝紋', '上', '還是', '好多', '黑', '點', '醫生', '如果', '沒', '處理', '也', '就', '罷了', '可以', '告訴', '我', '要', '約', '下', '一', '次', '才', '能', '處理', '提', '都', '沒', '提', '還', '說', '我', '牙齒', '很', '好', '難道', '不應該', '告知', '患者', '嗎', '總之', '覺得', '浪費', '半', '年', '一', '次', '的', '健保', '補助', '洗牙', '機會', '如果', '下', '次', '有', '機會', '想', '改換', '其他', '醫生', '爬', '了', '評論', '覺得', '診所', '醫生', '們', '都', '很', '好', '應', '是', '該', '名', '女', '醫生', '當時', '不', '想', '仔細', '用']",4
"['兩', '年', '多', '前', '柯', '醫師', '幫', '我', '做', '了', '牙齒', '矯正', '很', '有感醫生', '人', '也', '很', '有', '耐心牙助', '也', '是']",5
"['柯', '醫生', '的', '矯正', '技術', '很', '好', '讓', '我', '把', '原本', '不', '整齊', '的', '牙齒', '經過', '一', '年', '半', '的', '時間', '變', '得', '很', '整齊', '董', '醫師', '很', '有', '耐心', '又', '專業', '是', '一', '個', '很', '能夠', '溝通', '的', '帥氣', '醫師', '想', '做', '假牙', '可以', '找', '他', '又', '美', '又', '自然']",5
"['劉俞均', '醫師', '不僅', '治', '牙醫術', '高明細心', '耐心', '和', '關心', '視', '病', '如', '親', '的', '態度', '看診', '治牙', '過程', '彷彿', '置身', '於', '仙境', '般', '輕鬆', '快樂', '完全', '不', '存在', '治', '牙', '可怕', '的', '經歷', '牙美', '了', '大笑', '也', '不再', '怕', '露牙', '可謂', '百', '年', '難得', '一', '遇', '的', '醫界', '奇才']",5
"['診所', '團隊', '非常', '專業', '特別', '是', '矯正', '牙醫', '柯智鐘', '醫師', '與', '其', '團隊', '給予', '的', '專業', '建議', '並', '細心', '跟', '客人', '解說', '跟', '提醒', '矯正', '成果', '如', '預期', '令', '人', '非常', '滿意']",5
"['超', '誇張', '的', '爛', '醫生', '耶', '我', '看中', '耳朵', '裡', '的', '痘痘', '結果', '電燒', '我', '外面', '的', '耳朵', '真心', '傻眼', '然後', '第二', '次', '回診', '質問', '還', '裝傻', '真心', '庸醫']",1
"['醫生', '很', '親切']",5
"['東湖', '恐怖', '診所']",1
['下'],5
"['很', '好', '又', '專業', '的', '醫生', '但', '常常', '沒', '開門', '好', '怕', '哪', '天', '他', '不', '做', '了']",5
"['在', '別', '家', '皮膚科', '看', '一', '個', '星期', '都', '還', '沒', '好', '的', '唇炎', '在', '這裡', '擦', '了', '醫生', '開', '的', '藥', '兩', '天', '就', '恢復', '了', '醫生', '看診', '仔細', '親切', '又', '有', '耐心', '非常', '感謝']",5
"['醫生', '不錯', '只是', '店家', '偶爾', '臨時', '休息', '去', '之前', '建議', '打', '個', '電話', '詢問']",4
"['醫師', '專業', '有', '耐心', '說話', '風趣', '講解', '易', '懂']",5
"['洪', '醫生', '非常', '專業', '任何', '皮膚', '問題', '只要', '給', '他', '看診', '立即', '獲得', '專業', '治療', '與', '改善']",5
"['等', '很', '久', '等', '超過', '90', '分鐘', '只', '看', '不', '到', '1', '分鐘', '不', '小心', '剛剛', '過號', '一', '號', '就', '要', '再', '等', '5', '位', '到', '後面', '看診', '時間', '已', '過', '等待區', '還', '一', '堆', '人', '醫生', '愈', '看', '愈', '快', '不', '是', '不能', '等', '也', '不', '是', '不', '尊重', '專業', '只是', '覺得', '一下', '快', '一下', '慢', '病患', '無法', '掌握', '時間', '前', '近', '50', '分鐘', '號碼', '只', '前進', '5', '號', '後來', '因為', '太', '餓跑', '去', '吃', '個', '飯花', '25', '分鐘', '跳', '了', '12', '號', '回去', '的', '時候', '就', '不', '小心', '過', '一', '號', '了', '我', '也', '想', '在', '那邊', '細細', '等', '但', '等待區', '椅子', '超少', '裡面', '也', '站', '的', '很', '擠想', '坐', '沒', '得', '坐', '想', '站', '又', '擠', '又', '悶站', '外面風', '又', '超大', '還', '有', '細雨', '第二', '次', '去', '真的', '超', '失望', '超生氣', '還要', '叫', '我', '預約', '下', '次', '沒有', '下', '次', '了', '［', '更新', '］', '後來', '一', '年', '還是', '會', '去', '一', '次', '固定', '檢查', '眼睛', '知道', '容易', '有', '等待', '容易', '過號', '的', '問題', '就', '會', '盡量', '避免', '然後', '院長', '真的', '看', '的', '滿', '好', '的', '以前', '給', '一', '顆', '星', '太', '嚴苛', '了', '所']",4
"['幫忙', '檢查', '視力', '和', '驗光', '的', '助理', '態度', '很', '差', '剛', '坐下去', '也', '沒', '調整', '機器', '的', '高度', '就', '一直', '要', '人', '額頭', '靠', '著', '最好', '是', '靠', '得到', '檢查', '視力', '看', 'C', '的', '開口', '在', '哪', '個', '方向', '的', '時候', '也', '很', '沒', '耐心', '還', '沒', '比出', '方向', '或', '確定', '看', '不', '到', '就', '直接', '跳下', '一', '個', '不', '知道', '是', '在', '趕', '什麼', '感覺', '很', '隨便', '所以', '也', '很', '疑惑', '這樣', '測出來', '的', '數字', '是否', '真實', '掛號費', '也', '很', '貴', '沒', '在', '這裡', '配眼鏡', '拿', '處方箋', '還', '要', '150', '元', '給', '兩', '顆', '星', '是', '因為', '名義', '上', '該', '有', '的', '檢查', '都', '有', '提供', '算有', '達到', '看診', '需求', '還', '有', '醫生', '以及', '櫃檯', '領', '藥', '及', '後來', '說明', '配眼鏡', '問題', '的', '人員', '態度', '還', '不錯']",2
"['醫生', '看診', '沒', '帶', '手套', '就', '摸', '病人', '眼睛', '之前', '去', '其他', '間', '沒', '帶', '手套', '也', '會', '用', '棉花棒', '不會', '用', '手', '直接', '碰觸', '然後', '問', '家', '裡', '有沒有', '養', '寵物', '說', '不能', '養不然', '眼睛', '就', '會', '一直', '這樣', '想', '請問', '醫生', '是', '要', '我', '棄養', '嗎', '等', '了', '40', '分鐘', '看診', '不到', '5', '分鐘']",1
"['來', '看診', '只', '說', '結膜炎', '問', '怎麼', '感染', '的', '只', '回', '一', '句', '就', '感染', '啦', '急', '著', '把', '病人', '趕走', '這', '是', '你們', '專業', '的', '態度', '嗎', '不', '推薦', '來', '看診', '的', '人', '醫生', '態度', '超差']",1
"['1021', '回診', '提早', '抵達', '掛號', '後', '馬上', '進診', '間', '有', '效率', '不', '草率', '的', '看診', '推薦', '蕭裕泉', '醫師']",5
"['雖然', '因為', '朋友', '推薦', '本來', '就', '決定', '要', '在', '諾貝爾', '做', 'smile', '全', '飛秒', '但', '經過', '丁', '經理', '詳細', '的', '解說', '與', '分析', '後', '更加', '確信', '我', '就', '要', '在', '這', '完成', '我', '多', '年', '來', '的', '夢想', '啦', '統整', '一下', '我', '的', '感受', '：', '1', '術', '前', '檢查', '精密', '細心', '2', '丁', '經理', '諮詢', '講解', '詳細', '回答', '問題', '有', '耐心', '3', '不', '推銷', '只', '會', '建議', '你', '最', '適合', '的', '手術', '方式', '4', '手術', '當天', '丁', '經理', '本人', '全程', '陪伴', '讓', '病患', '感到', '非常', '安心', '5', '張', '院長', '熟練', '的', '操作', '技術術', '中', '鼓勵', '安撫', '真的', '讓', '我', '完全', '不', '害怕', '而且', '真的', '完全', '不', '痛', '速度', '又', '快', '6', '最最', '重要', '的', '南港店', '才', '有', '的', '專車', '接送', '服務', '手術', '結束', '眼睛', '睜', '不', '太', '開丁', '經理', '全程', '護送', '你', '安全', '到', '家👍🏻7', '一定', '要', '安排', '回家', '後', '能夠', '馬上', '閉眼', '休息', '46', '小時', '的', '時間', '麻藥', '退', '了', '眼睛', '異物感', '很', '重', '根本', '什麼', '事', '都', '做不了', '睡覺', '就', '對了', '8', '起床', '迎接', '全新']",5
"['醫生', '細心', '有', '耐心', '護理師', '也', '都', '很', '專業']",5
"['20', '年', '的', '近視', '眼鏡', '終於', '在', '經理', '的', '細心', '衛教', '中', '克服', '了', '勇氣', '做', '了', 'smile', '全', '飛秒', '的', '雷射', '手術術', '前', '度數', '兩', '眼', '近視', '625', '度', '散光', '50', '度', '經過', '數', '次', '精密', '及', '團隊', '的', '測量', '度數', '最後', '手術', '雷射', '近視', '度數', '為', '525', '度', '散光', '50', '度', '中間', '的', '100', '度', '誤差', '是', '因為', '我', '一直', '不', '知道', '坊間', '的', '眼鏡行', '都', '不', '懂', '抓', '正確', '近視', '度數', '產生', '的', '所以', '我', '的', '視神經', '一直', '都', '在', '配戴', '不', '對', '的', '度數', '下', '造成', '神經', '很', '緊繃', '眼睛', '也', '容易', '疲憊', '當然', '謝謝', '諾貝爾', '張朝凱', '院長', '親自', '操刀', '的', '精湛', '技術', '雷射', '過程', '不但', '沒有', '疼痛感', '也', '能', '在', '過程', '中', '解說', '每', '一', '個', '正在', '操作', '的', '步驟', '真的', '超級', '放心', '術', '後', '隔天', '視力', '也', '恢復到', '10', '當然', '更', '沒有', '疼痛感', '真的', '可以', '正常', '上班', '及', '看', '遠近', '看診', '的', '環境', '很', '舒適', '護士', '及', '醫師', '也', '都', '超級', '親切', '及', '專業', '大推', '經理', '丁維德', '每']",5
"['在', '諾貝爾', '做', '了', 'smile', '近視', '雷射', '快', '一', '個', '禮拜', '了', '感覺', '一', '天', '一', '天', '視力', '有', '慢慢', '恢復', '變好', '異物感', '也', '幾乎', '消失', '了', '現在', '每', '天', '按時', '點眼', '藥水', '做好', '術後', '保養', '與', '回診', '期待', '一', '個', '月', '後', '可以', '完全', '正常', '過生活', '謝謝', '丁', '經理', '在', '咨詢', '時', '不厭其煩', '的', '詳細', '介紹', '依照', '每', '個', '人', '的', '檢查', '結果', '提供', '了', '不同', '價位', '的', '手術', '方式', '可以', '選擇', '讓', '你', '回去', '慢慢', '考慮', '手術', '當天', '還', '親自', '開車', '送', '我', '回家', '雖然', '現場', '人', '很多', '醫護', '人員', '也', '都', '面帶微笑', '服務', '一百', '分', '負責', '值刀', '的', '張', '院長', '感覺', '經驗', '豐富', '手術', '過程', '專業', '迅速', '又', '溫柔', '讓', '我', '放鬆', '了', '不少', '推薦', '有', '雷射', '需求', '的', '人', '也', '可以', '先', '來', '南港店', '做', '諮詢', '喔']",5
"['109819', '我', '在', '這裡', '做', '了', '全', '飛秒', 'smile', '近視', '雷射', '手術', '對於', '長年', '戴厚重', '眼鏡', '的', '我', '來', '說', '無疑', '是', '一', '次', '重生', '的', '感受', '右', '眼', '近視', '1025', '度', '散光', '350', '度', '左', '眼', '近視', '1050', '度', '散光', '375', '度', '的', '痛苦', '對', '生活', '帶來', '很', '大', '的', '影響', '尤其', '是', '對', '身為', '教師', '及', '兩', '個', '幼兒', '的', '母親', '的', '我', '而言', '實在', '非常', '不', '便利', '選擇', 'smile', '是', '因為', '微創', '傷口', '超小', '降低', '感染', '風險', '又', '不會', '有', '畏光', '乾眼', '的', '後遺症', '對於', '長期', '使用', '眼睛', '備課', '讀書', '的', '我', '真的', '超級', '方便', '😊', '南港', '全體', '的', '醫療', '團隊', '及', '經理', '專業', '又', '親切', '檢查', '十分', '仔細', '謹慎', '張朝凱', '醫師', '的', '專業', '更', '讓', '人', '覺得', '放心', '做完', '隔天', '兩', '眼', '視力', '10', '完全', '不用', '再', '戴', '眼鏡', '無法', '形容', '這', '種', '美好', '世界', '又', '明亮', '繽紛', '了', '起來', '❤️']",5
"['臉', '上', '痘痘', '問題', '好', '一陣子', '了', '在', '其他', '地方', '反覆', '看', '都', '沒有', '改善', '後來', '經', '朋友', '轉介', '來', '找', '游', '醫師', '治療', '外', '擦', '藥', '跟', '口', '服藥', '一起', '痘痘', '有', '明顯', '的', '改善', '後來', '也', '打', '了', '皮秒', '除', '痘印', '現在', '皮膚', '狀況', '穩定', '很多', '很', '感謝', '游', '醫師']",5
"['游醫師', '專業', '治療', '也', '很', '細', '固定', '找', '他', '打', '雷射', '後', '皮膚', '狀況', '真的', '提升', '非常', '多', '讓', '我', '更', '有', '自信', '了', '推薦', '有', '皮膚', '方面', '問題', '或是', '想', '嘗試', '醫美', '方面', '的', '人', '來', '諮詢', '游', '醫師', '會', '根據', '想', '改善', '的', '問題', '跟', '膚質', '去', '給', '建議']",5
"['我', '昨天', '晚上', '去', '掛號', '因為', '忘', '了', '帶', '口罩', '我', '告訴', '我', '並', '不', '是', '故意', '不', '戴', '口罩', '只是', '我', '才', '從', '醫院', '下班', '回家', '比較', '匆促', '櫃檯', '人員', '仍然', '不', '讓', '我', '掛號', '我', '告知', '可否', '先', '讓', '我', '兒子', '掛號', '回診', '我', '現在', '馬上', '回家', '拿', '口罩', '結果', '櫃枱', '小姐', '態度', '十分', '惡劣', '的', '堅持', '拒絕', '我', '想', '＂', '視', '病', '猶', '親', '＂', '的', '覌', '念', '在', '這', '診所', '看', '不', '到', '很', '遺憾', '該', '診所', '醫師', '怎麼', '會', '聘請', '如此', '的', '人員', '來', '做', '櫃檯', '還好', '皮膚科', '診所', '並', '不', '是', '只有', '這', '家', '我', '還', '有', '其他', '的', '選擇', '希望', '該', '負責人', '若', '有', '看到', '此', '訊息', '能夠', '給予', '該', '員工', '一些', '的', '職前', '訓練', '面帶笑容', '應該', '是', '基本', '的', '要求', '吧']",1
"['之前', '因為', '反覆', '痘痘', '跟', '痘疤', '問題', '來', '看診', '游', '醫師', '很', '有', '耐心', '仔細', '的', '分析', '我', '的', '肌膚', '問題', '也', '給', '我', '許多', '建議', '回診', '幾', '次', '後', '膚況', '有', '逐漸', '穩定下來', '了', '非常', '專業']",5
"['男', '醫生', '很', '專業', '女', '護理師', '助手', '很', '貼心', '之後', '都', '有', '給', '貼布', '給', '五', '顆', '星']",5
"['醫生人', '不錯', '但', '櫃檯', '小姐', '態度', '超差', '可以', '的', '話', '麻煩', '改善', '一下']",1
"['上', '次', '耳朵', '痛', '去', '看', '跟', '我', '說', '沒', '事', '結果', '到', '另', '一', '家', '去', '看', '原來', '耳膜', '破', '了', '一', '個', '洞', '不', '知', '到底', '是', '誰', '的', '診斷', '有', '問題']",1
"['第一', '次', '去', '看', '是', '一', '個', '瘦瘦', '的', '醫生人', '很', '好', '看診', '十分', '有', '耐心', '且', '藥劑', '開', '的', '很', '正常', '我', '耳朵', '癢抹', '藥膏', '並且', '實施', '他', '的', '方法', '有', '很', '大', '的', '改善', '這', '次', '去', '看醫生', '換', '一', '個', '胖胖', '的', '醫生', '只', '稍微', '看', '了', '一下', '喉嚨', '沒有', '噴', '藥', '或者', '其他', '診治', '方式', '並且', '後續', '開', '的', '藥量', '十分', '多', '且', '看', '後面', '注意', '事項', '副作用', '很多', '我', '感冒', '症狀', '並', '不', '嚴重', '不', '知道', '這些', '藥', '是否', '開', '太', '強', '了', '希望', '下', '次', '醫生', '可以', '稍微', '解說', '一下', '開', '的', '藥', '是', '什麼']",3
"['我', '只是', '普通', '感冒', '開', '了', '一', '堆', '藥', '給', '我', '而且', '吃', '了', '沒', '什麼', '效果', '故意', '要', '你', '再', '來', '看', '第二', '次', '嗎', '醫生', '好像', '更換', '很', '頻繁', '越', '換', '越', '差']",1
"['年輕', '的', '醫生', '雖然', '有', '一定', '的', '專業', '素養', '但', '同理心', '跟', '回答', '問題', '的', '耐心', '不', '太', '足進去', '也', '不過', '五', '分鐘', '但', '問', '問題', '時', '的', '微妙', '情緒', '轉變', '讓', '人', '覺得', '不安']",2
"['近期', '我們', '換', '了', '診所', '不再', '來', '這', '一', '個', '以', '營利', '為', '終極', '目標', '的', '醫療院所', '這樣', '的', '工作', '環境', '怪不得', '前台', '小姐', '一個個', '比', '臉臭', '這', '是', '從', '心', '中', '散發出來', '的', '從', '漲', '掛號費', '到', '自己', '開', '藥局', '透露出', '主事', '者', '的', '中心', '思想', '與', '價值觀', '這樣', '的', '我', '不', '放心', '帶', '小孩', '去', '看病', '而且', '為什麼', '漲價', '對', '病患', '是', '有', '何', '附加', '價值', '有', '比', '其他', '診所', '好', '反而', '我', '小孩', '藥', '吃', '更', '久', '藥局', '又', '加收', '20', '元', '反正', '種種', '讓', '我', '對', '此', '診所', '存疑', '有', '一', '天', '他', '的', '藥', '或', '疫苗', '或', '什麼', '出事', '也', '不要', '令', '人', '驚奇', '通常', '一', '個', '管理', '不佳', '理念', '不正', '的', '企業', '就', '是', '最後', '會', '上', '報見', '新聞', '的', '那', '類', '企業', '只不過', '你', '不', '知道', '他', '最後', 'ㄅㄧㄚ', '康', '的', '會', '是', '哪裡']",1
"['去年', '我', '寶寶', '給', '馬偕', '黃富源', '醫師', '看病', '黃', '醫師', '知道', '我', '住', '南港', '後', '就', '教', '我', '以後', '可以', '找', '李文珍', '醫師', '說', '李', '醫師', '是', '他', '的', '愛徒', '醫德', '醫術', '都', '好', '叫', '我', '不用', '每', '次', '都', '跑', '大', '醫院', '我', '看過', '李', '醫師', '之後', '感覺', '不錯', '而且', '就', '在', '家', '附近', '很', '方便', '最近', '去', '李文珍', '診所', '發現', '他們', '多', '了', '幾', '位', '醫師', '業務', '也', '越來越', '多', '還可以', '到', '府', '看診', '也', '可以', '用', 'APP', '看診', '進度', '實在', '不錯', '好像', '都', '會', '有', '一些', '很', '牛', '的', '客人', '會', '故意', '留下', '負評', '但是', '我', '就', '覺得', '醫生', '護士', '們', '態度', '都', '很', '好', '我', '也', '認為', '應該', '要', '在', '醫術', '專業', '上', '好好', '比較', '不應該', '故意', '給', '李文珍', '診所', '負評', '有失', '君子', '風度']",5
"['給', '陳郁', '醫生', '看過', '幾', '次', '都', '解釋', '得', '很', '仔細', '診所', '真', '可憐', '感覺', '很多', '有心', '人士', '都', '故意', '留下', '惡評', '大概', '是', '同業', '相忌', '吧', '像是', '我', '以前', '看診', '的', '陳', '醫師', '都', '離開', '好', '久', '了', '還', '有', '人', '提', '她', '擺明', '是', '很', '久', '沒', '來', '看', '過', '病', '這樣', '卻', '故意', '留下', '惡評', '這', '附近', '的', '診所', '我', '都', '看遍', '了', '櫃檯', '的', '服務', '態度', '都', '差不多', '故意', '留下', '惡評', '的', '到底', '是', '不', '是', '這兒', '的', '人', '這', '診所', '的', '病人', '越來越', '多', '本地人', '的', '感覺', '跟', '網評', '很', '不', '一樣']",5
"['林', '醫生', '態度', '很', '差', '很', '上', '次', '帶', '小孩', '去', '看', '皮膚', '她', '連', '碰', '都', '不', '碰叫', '我', '碰', '了', '和', '她', '說', '摸起來', '感覺', '怎麼樣', '櫃台', '態度', '也', '非常', '差', '但', '有', '一', '位', '新', '的', '女生', '陳', '醫生', '非常', '好']",3
"['櫃檯', '一', '個', '老老', '戴', '眼鏡', '的', '口氣', '好像', '別人', '欠', '她', '幾百萬一', '樣', '好好', '的', '問', '她', '話', '一定', '要', '很', '不耐煩', '的', '回答', '重點', '是', '我', '明明', '是', '問', '她', '隔壁', '的', '護士', '阿😂', '看', '了', '一下', '大家', '的', '留言', '一面倒', '批評', '櫃檯', '態度', '我', '倒是', '有點', '釋懷', '了', '因為', '是', '這', '個', '女', '櫃檯', '自己', '修養', '不', '好', '至於', '醫師', '還是', '不錯', '的', '👍']",3
"['很', '喜歡', '的', '診所', '醫生', '非常', '細心', '又', '專業']",5
"['之前', '去', '看', '覺得', '楊佾儒', '牙醫', '很', '細心', '又', '親切']",5
"['明明', '是', '診所', '自己', '排', '太多', '病人', '同時', '看診', '讓', '醫生', '在', '補', '牙', '時', '不', '是', '很', '謹慎', '過程', '中', '還', '對', '牙助', '發脾氣', '回來', '之後', '覺得', '牙齒', '有', '不適', '因為', '時間', '無法', '配合', '原', '醫師', '接受', '掛號', '的', '小姐', '還是', '協助', '排', '了', '不同', '的', '醫師', '修補', '不', '曉得', '得', '是', '為了', '解決', '他們', '口', '中', '健保', '的', '問題', '還是', '之前', '醫生', '漏看', '明明', '上', '週', '醫生', '說', '已經', '沒有', '蛀牙', '但', '這', '次', '醫生', '卻', '說', '還', '有', '一', '顆', '粗魯', '的', '挖開', '補牙', '因為', '不', '是', '自己', '的', '病人', '要', '修補', '就', '不', '爽', '嗎', '感覺', '就', '是', '把', '病人', '當成', '「', '問題', '」', '告知', '不', '適時', '也', '不斷', '解釋', '自己', '的', '判斷', '忽略', '病人', '的', '不適', '只', '相信', '自己', '的', '判斷', '最後', '不', '情願', '的', '補上', '填補劑', '說', '「', '掉', '了', '就', '算了', '」', '態度', '真的', '是', '高傲', '的', '讓', '人', '覺得', '不', '敢', '恭維', '後', '續補', '的', '部分', '也', '沒有', '表面', '修磨', '的', '很', '好', '在', '這', '家', '看診', '時', '大概', '補', '了', '四', '次', '牙', '總是', '一直', '遇到', '表面', '不', '平整', '的', '狀況', '賈比爾']",1
"['不會', '再', '去', '了', '去', '了', '2', '次', '都', '是', '因為', '某', '一', '個', '區域', '的', '牙齒', '痠痛', '去', '看', '第一', '次', '是', '陳怡安', '醫生', '因為', '沒有', '特別', '哪', '一', '顆', '牙齒', '痛', '醫生', '表示', '看到', '我', '有', '牙周病', '認為', '是', '牙周病', '才', '會', '痠痛', '安排', '自費', '做', '牙周', '翻辦', '手術', '補骨粉', '說', '範圍', '是', '到', '痠痛', '的', '部位', '加上', '其他', '沒有', '痠痛', '的', '部位', '費用', '總共', '三萬', '手術', '當天', '卻', '做', '一半', '就', '說', '範圍', '太', '大', '不能', '一', '次', '做完', '但', '還', '沒', '沒', '做到', '原本', '痠痛', '的', '部位', '術', '後', '的', '那', '週', '非常', '的', '腫', '跟', '痛', '比', '生', '小孩', '還', '痛痛', '到', '我', '懷疑', '人生', '決心', '不再', '做', '傳統', '的', '翻辦', '手術', '但', '因為', '原本', '痠痛', '部位', '一', '天', '比', '一', '天', '明顯', '而且', '也', '越來越', '確定', '是', '哪', '一', '顆', '牙痛', '於是', '約', '了', '其他', '醫生', '但', '因為', '臨時', '約', '不', '到', '診所', '推薦', '曹', '醫生', '但', '她', '一', '開始', '態度', '就', '很', '不耐煩', '講解', '的', '方式', '也', '讓', '人', '無所適從', '一', '開始', '說', '是', '牙周病', '問題', '沒辦法', '做', '什麼', '處理', '只', '能', '找', '原']",1
"['以', '牙醫', '診所', '來', '說', '環境', '很', '好', '乾淨', '舒服', '去', '給', '楊', '醫師', '做', '過', '定期', '檢查', '和', '居家', '美白', '醫師', '很', '溫柔', '細心', '但', '也', '很', '有', '效率', '治療', '後', '的', '效果', '也', '都', '很', '好']",5
"['醫生', '看診', '仔細', '細心']",5
"['很', '喜歡', '早上', '的', '莊', '醫師', '親切', '溫柔', '有', '問', '必', '答', '用藥', '精準', '藥師', '也', '很', '貼心', '遞', '面紙', '給', '我', '幫', '小孩', '擦', '眼淚']",5
"['院長', '人', '很', '好', '很', '有', '耐心']",5
"['醫師', '和', '護理', '人員', '都', '非常', '的', '親切', '且', '專業', '是', '個', '非常', '優質', '的', '洗', '腎', '中心']",5
"['服務棒', '醫師', '親切', '專業']",5
"['專車', '接送', '服務', '很', '棒', '很', '親切', '的', '醫護', '人員']",5
"['醫師', '專業', '又', '有', '耐心']",5
"['汐止', '非常', '專業', '的', '洗', '腎', '中心', '很', '寬敞', '的', '場所', '加上', '專業', '的', '洗', '腎', '設備', '醫生', '跟', '護理師', '都', '很', '專業', '讓', '人', '很', '放心', '的', '洗', '腎', '中心']",5
"['醫生', '很', '有', '耐心', '櫃檯', '也', '很', '親切', '雖然', '檢查', '報告', '很', '殘酷', '但', '⋯遇到', '耐心', '用心', '的', '醫護', '人員', '也', '突然', '覺得', '沒', '那麼', '糟糕😊']",5
"['因', '甲狀腺', '困擾', '前來', '就診', '醫師', '非常', '耐心', '專業', '親切', '仔細', '中肯', '的', '解釋', '跟', '建議', '讓', '心', '中', '的', '疑惑', '都', '能', '豁然開朗', '走出', '診所', '真的', '感覺', '渾身', '自在', '了']",5
